Country name,year,Happiness Score,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Region Name,Death Number,Percentage of cause-specific deaths out of total deaths,Age-standardized death rate per 100 000 standard population,Death rate per 100 000 population
Malta,2015,6.613,10.594,0.919,71.3,0.912,0.341,0.664,0.641,0.355,Europe,34.0,0.98751089,7.18891217,7.87153652
Malta,2016,6.591,10.605,0.93,71.35,0.916,0.341,0.696,0.645,0.355,Europe,24.0,0.71791804,4.94623911,5.2699765
Malta,2017,6.676,10.681,0.937,71.4,0.924,0.245,0.69,0.666,0.302,Europe,25.0,0.70008401,4.50825386,5.34124122
Mauritius,2011,5.477,9.797,0.8,63.52,0.848,0.186,0.847,0.653,0.253,Africa,118.0,1.31828846,8.86216526,9.4541737
Mauritius,2014,5.648,9.896,0.785,63.88,0.824,0.171,0.879,0.741,0.222,Africa,120.0,1.27145582,9.42466534,9.84199497
Mauritius,2016,5.61,9.968,0.836,63.975,0.819,0.134,0.891,0.706,0.246,Africa,98.0,0.98790323,7.53015777,8.02480812
Mauritius,2017,6.174,10.006,0.91,63.95,0.912,0.081,0.818,0.682,0.169,Africa,106.0,1.06919508,8.60071275,8.67448188
Mauritius,2018,5.882,10.044,0.909,63.925,0.867,-0.079,0.785,0.71,0.158,Africa,107.0,0.99193474,7.96250755,8.45647248
Mauritius,2019,6.241,10.072,0.913,63.9,0.893,-0.059,0.81,0.735,0.149,Africa,122.0,1.0918203,9.00677143,9.63885121
Mauritius,2020,6.015,9.915,0.893,63.875,0.843,-0.036,0.772,0.7,0.138,Africa,135.0,1.22061483,10.2821519,10.66569754
Mauritius,2021,5.949,9.951,0.887,63.85,0.802,-0.011,0.784,0.666,0.136,Africa,132.0,0.99442519,9.57759226,10.42604616
Mexico,2007,6.525,9.831,0.879,64.68,0.67,-0.099,0.747,0.754,0.248,Central and South America,4310.0,0.85843748,4.11492038,3.9479529
Mexico,2008,6.829,9.83,0.876,64.82,0.677,-0.132,0.785,0.774,0.201,Central and South America,4668.0,0.87035155,4.34839036,4.21241581
Mexico,2009,6.963,9.764,0.868,64.96,0.682,-0.08,0.764,0.763,0.196,Central and South America,5059.0,0.91823881,4.61996918,4.49833287
Mexico,2010,6.802,9.8,0.876,65.1,0.778,-0.053,0.693,0.745,0.215,Central and South America,4899.0,0.8467399,4.36861351,4.29386692
Mexico,2011,6.91,9.822,0.824,65.24,0.831,-0.104,0.698,0.7,0.228,Central and South America,5604.0,0.97179977,4.87970095,4.84375046
Mexico,2012,7.32,9.844,0.767,65.38,0.788,-0.097,0.633,0.722,0.278,Central and South America,5411.0,0.92051049,4.64376106,4.61397484
Mexico,2013,7.443,9.844,0.759,65.52,0.739,-0.169,0.615,0.75,0.223,Central and South America,5754.0,0.96522732,4.87121941,4.84232725
Mexico,2014,6.68,9.86,0.782,65.66,0.779,-0.099,0.63,0.76,0.229,Central and South America,6215.0,1.00550561,5.17478666,5.16388467
Mexico,2015,6.236,9.88,0.761,65.8,0.719,-0.156,0.708,0.706,0.237,Central and South America,6285.0,0.98066751,5.12583434,5.15763158
Mexico,2016,6.824,9.895,0.893,65.8,0.752,-0.157,0.809,0.802,0.22,Central and South America,6291.0,0.93680756,5.05942462,5.10080905
Mexico,2017,6.41,9.905,0.8,65.8,0.861,-0.206,0.801,0.775,0.231,Central and South America,6494.0,0.94325372,5.13337904,5.20447129
Mexico,2018,6.55,9.917,0.858,65.8,0.816,-0.184,0.809,0.815,0.213,Central and South America,6710.0,0.95157194,5.22567168,5.31734535
Mexico,2019,6.432,9.907,0.852,65.8,0.903,-0.146,0.809,0.803,0.252,Central and South America,7136.0,0.97879864,5.50466571,5.59354921
Mexico,2020,5.964,9.816,0.779,65.8,0.873,-0.125,0.778,0.745,0.292,Central and South America,7818.0,0.73068289,5.9519536,6.06362605
Moldova,2006,5.102,8.936,0.812,59.48,0.554,-0.167,0.926,0.553,0.255,Europe,637.0,1.47669054,15.92440231,17.76744396
Moldova,2007,4.775,8.967,0.804,59.86,0.696,-0.188,0.93,0.519,0.306,Europe,562.0,1.30545877,13.89614267,15.7118854
Moldova,2008,5.503,9.044,0.872,60.24,0.641,-0.058,0.926,0.565,0.284,Europe,620.0,1.47802041,15.32910554,17.36642141
Moldova,2009,5.554,8.984,0.856,60.62,0.551,-0.101,0.925,0.539,0.306,Europe,651.0,1.54488716,15.90875534,18.25777624
Moldova,2010,5.59,9.053,0.847,61.0,0.598,-0.091,0.929,0.564,0.278,Europe,676.0,1.54935711,16.34887624,18.97786244
Moldova,2011,5.792,9.111,0.869,61.38,0.628,-0.085,0.957,0.553,0.285,Europe,502.0,1.27901348,12.27405465,14.10118103
Moldova,2012,5.996,9.105,0.826,61.76,0.602,-0.052,0.955,0.564,0.314,Europe,571.0,1.44337715,13.91003585,16.04149325
Moldova,2013,5.756,9.192,0.803,62.14,0.658,-0.072,0.941,0.548,0.261,Europe,576.0,1.51339989,13.74536711,16.18629527
Moldova,2014,5.917,9.241,0.805,62.52,0.623,-0.116,0.925,0.547,0.26,Europe,581.0,1.47110954,13.77480826,16.3367588
Moldova,2015,6.017,9.245,0.84,62.9,0.595,-0.093,0.943,0.556,0.281,Europe,556.0,1.39327419,13.2974068,15.64386901
Moldova,2016,5.578,9.3,0.837,63.3,0.557,-0.05,0.969,0.586,0.275,Europe,546.0,1.41866085,13.01267256,15.37182069
Moldova,2017,5.326,9.363,0.831,63.7,0.553,-0.056,0.926,0.563,0.259,Europe,506.0,1.37615926,11.88746986,14.25675199
Moldova,2018,5.682,9.423,0.892,64.1,0.824,-0.088,0.929,0.584,0.27,Europe,489.0,1.31451613,11.35860178,13.79359368
Mongolia,2016,5.057,9.311,0.947,60.0,0.76,0.086,0.9,0.555,0.171,Asia,450.0,2.78086763,14.55842359,14.56850044
Mongolia,2017,5.334,9.344,0.924,60.1,0.675,0.115,0.865,0.552,0.214,Asia,450.0,2.84593979,14.51908744,14.36896304
Mongolia,2018,5.465,9.397,0.942,60.2,0.696,0.05,0.849,0.525,0.192,Asia,445.0,2.5678015,14.27009131,13.96583611
Mongolia,2019,5.563,9.43,0.946,60.3,0.711,0.145,0.873,0.562,0.167,Asia,447.0,2.59762901,14.51405931,13.99604228
Mongolia,2020,6.011,9.365,0.918,60.4,0.718,0.14,0.843,0.575,0.26,Asia,451.0,2.83255872,14.44491442,13.98383921
Mongolia,2021,5.721,9.365,0.927,60.5,0.667,0.217,0.851,0.56,0.202,Asia,483.0,2.42336059,15.26991904,14.71314396
Montenegro,2007,5.196,9.696,0.832,65.96,0.512,-0.137,0.815,0.536,0.34,Europe,121.0,2.02374979,15.85445707,19.32323947
Montenegro,2009,4.801,9.702,0.816,66.12,0.556,-0.105,0.838,0.533,0.423,Europe,107.0,1.82407092,13.62864251,16.94281878
Montenegro,2017,5.615,9.888,0.881,66.8,0.626,-0.087,0.756,0.493,0.35,Europe,61.0,1.11232677,7.30747602,9.80119639
Montenegro,2019,5.386,9.978,0.832,67.0,0.694,-0.109,0.82,0.547,0.366,Europe,35.0,0.69047149,3.92299618,5.62675635
Netherlands,2007,7.452,10.876,0.944,70.78,0.896,0.34,0.445,0.718,0.213,Europe,1354.0,1.01787674,6.93147863,8.26532247
Netherlands,2008,7.631,10.894,0.944,70.82,0.883,0.361,0.419,0.679,0.182,Europe,1439.0,1.06485318,7.26564163,8.750064
Netherlands,2010,7.502,10.86,0.957,70.9,0.921,0.345,0.399,0.745,0.206,Europe,1604.0,1.17890899,7.97145391,9.65369825
Netherlands,2011,7.564,10.87,0.938,70.94,0.925,0.332,0.359,0.77,0.181,Europe,1650.0,1.2155502,8.28324136,9.88433886
Netherlands,2012,7.471,10.856,0.939,70.98,0.877,0.284,0.434,0.753,0.226,Europe,1756.0,1.24704395,8.72559478,10.48047737
Netherlands,2013,7.407,10.852,0.925,71.02,0.919,0.301,0.505,0.765,0.235,Europe,1856.0,1.31402882,9.02479407,11.04470535
Netherlands,2014,7.321,10.863,0.909,71.06,0.91,0.327,0.457,0.776,0.221,Europe,1839.0,1.32090244,8.8916359,10.90423438
Netherlands,2015,7.324,10.878,0.879,71.1,0.904,0.257,0.412,0.742,0.202,Europe,1873.0,1.27298925,8.90762722,11.05672021
Netherlands,2016,7.541,10.894,0.926,71.175,0.907,0.235,0.433,0.737,0.215,Europe,1895.0,1.27183769,8.88400469,11.12721703
Netherlands,2017,7.459,10.917,0.937,71.25,0.92,0.246,0.363,0.729,0.185,Europe,1917.0,1.27617932,9.09692414,11.18860842
Netherlands,2018,7.463,10.934,0.939,71.325,0.92,0.158,0.371,0.748,0.205,Europe,1830.0,1.19324739,8.67800149,10.56801218
Netherlands,2019,7.425,10.947,0.941,71.4,0.886,0.209,0.36,0.728,0.231,Europe,1811.0,1.19234947,8.47209107,10.37159162
Netherlands,2020,7.504,10.902,0.944,71.475,0.935,0.147,0.281,0.691,0.247,Europe,1824.0,1.08135027,8.48381262,10.41566765
New Zealand,2006,7.305,10.541,0.946,69.72,0.932,0.306,0.224,0.825,0.219,Oceania,527.0,1.85635281,12.26102413,12.59409726
New Zealand,2007,7.604,10.561,0.967,69.74,0.878,0.274,0.295,0.803,0.238,Oceania,494.0,1.72721234,11.2153348,11.68359685
New Zealand,2008,7.381,10.542,0.944,69.76,0.893,0.293,0.334,0.784,0.232,Oceania,520.0,1.77401747,11.78290839,12.18223689
New Zealand,2010,7.224,10.534,0.976,69.8,0.918,0.249,0.321,0.783,0.235,Oceania,536.0,1.87092045,11.81924782,12.27286049
New Zealand,2011,7.191,10.549,0.954,69.82,0.935,0.279,0.269,0.784,0.21,Oceania,493.0,1.62759987,10.91181665,11.19182747
New Zealand,2012,7.25,10.566,0.93,69.84,0.902,0.282,0.289,0.786,0.207,Oceania,549.0,1.81325759,12.13223766,12.38634569
New Zealand,2013,7.28,10.585,0.958,69.86,0.944,0.232,0.312,0.778,0.151,Oceania,513.0,1.73100283,11.03622318,11.5496319
New Zealand,2014,7.306,10.605,0.942,69.88,0.932,0.343,0.273,0.807,0.199,Oceania,509.0,1.63329483,10.59895988,11.14388596
New Zealand,2015,7.418,10.622,0.987,69.9,0.942,0.324,0.186,0.795,0.16,Oceania,530.0,1.66687634,11.11711575,11.53194239
New Zealand,2016,7.226,10.636,0.937,69.975,0.927,0.261,0.278,0.777,0.207,Oceania,561.0,1.78673801,11.46581964,11.95471274
Nicaragua,2006,4.46,8.395,0.877,64.3,0.745,0.008,0.844,0.78,0.294,Central and South America,319.0,2.02977857,6.17623558,5.78552252
Nicaragua,2007,4.944,8.431,0.866,64.4,0.836,0.138,0.826,0.787,0.287,Central and South America,352.0,2.03327172,6.47187095,6.2968969
Nicaragua,2008,5.104,8.45,0.857,64.5,0.791,0.073,0.819,0.77,0.289,Central and South America,384.0,2.10364852,6.85191003,6.77555549
Nicaragua,2009,5.353,8.402,0.835,64.6,0.746,0.068,0.794,0.74,0.299,Central and South America,366.0,2.01331206,6.47553841,6.37017394
Nicaragua,2010,5.687,8.431,0.863,64.7,0.792,0.016,0.802,0.749,0.268,Central and South America,351.0,1.83318536,6.31598555,6.02671845
Nicaragua,2011,5.386,8.477,0.8,64.8,0.779,-0.021,0.76,0.747,0.309,Central and South America,369.0,1.89007837,6.40999254,6.25101748
Nicaragua,2012,5.448,8.526,0.894,64.9,0.85,0.015,0.644,0.762,0.255,Central and South America,316.0,1.55665025,5.37951949,5.28204976
Nicaragua,2013,5.772,8.559,0.868,65.0,0.859,0.037,0.636,0.8,0.271,Central and South America,351.0,1.64164445,6.01621045,5.78973179
Nicaragua,2014,6.275,8.591,0.839,65.1,0.817,0.102,0.699,0.782,0.334,Central and South America,311.0,1.38536238,5.24288251,5.06289466
Nicaragua,2015,5.924,8.624,0.827,65.2,0.809,0.076,0.728,0.771,0.346,Central and South America,315.0,1.40882866,5.0898138,5.06167206
Nicaragua,2016,6.013,8.654,0.853,65.275,0.717,0.038,0.731,0.787,0.38,Central and South America,327.0,1.37753812,5.19778429,5.18720414
Nicaragua,2017,6.476,8.685,0.838,65.35,0.922,0.009,0.673,0.793,0.308,Central and South America,337.0,1.41442122,5.35801328,5.2781226
Nicaragua,2018,5.819,8.637,0.854,65.425,0.797,0.007,0.713,0.743,0.408,Central and South America,348.0,1.47864882,5.59152976,5.38241352
Nicaragua,2019,6.113,8.585,0.874,65.5,0.883,0.028,0.622,0.79,0.337,Central and South America,344.0,1.41464819,5.28608059,5.25551745
Nicaragua,2020,6.287,8.553,0.856,65.575,0.818,0.04,0.631,0.775,0.316,Central and South America,371.0,1.10151124,5.66777668,5.60037702
North Macedonia,2007,4.494,9.435,0.811,64.66,0.439,0.075,0.87,0.558,0.251,Europe,159.0,0.8114729,6.65859472,7.78054365
North Macedonia,2009,4.428,9.481,0.734,64.82,0.552,-0.046,0.844,0.488,0.37,Europe,167.0,0.87618048,6.76732849,8.1436759
North Macedonia,2010,4.18,9.512,0.687,64.9,0.513,-0.063,0.856,0.473,0.314,Europe,122.0,0.638309,4.84938813,5.9367281
North Macedonia,2011,4.898,9.533,0.784,64.98,0.607,-0.092,0.865,0.503,0.363,Europe,128.0,0.65759055,4.97400083,6.21800219
North Macedonia,2012,4.64,9.527,0.798,65.06,0.613,-0.089,0.92,0.551,0.422,Europe,172.0,0.85427635,6.82811819,8.34528521
North Macedonia,2013,5.186,9.555,0.832,65.14,0.641,0.02,0.861,0.521,0.331,Europe,170.0,0.8850479,6.80414492,8.23630641
North Macedonia,2015,4.976,9.625,0.766,65.3,0.66,-0.051,0.824,0.551,0.299,Europe,114.0,0.55715752,4.21485132,5.50664517
North Macedonia,2016,5.346,9.652,0.871,65.5,0.706,0.076,0.87,0.587,0.292,Europe,125.0,0.61211498,4.63055229,6.03139219
North Macedonia,2017,5.234,9.662,0.8,65.7,0.752,-0.063,0.856,0.447,0.299,Europe,111.0,0.54631361,3.77616203,5.35068175
North Macedonia,2018,5.24,9.69,0.849,65.9,0.745,-0.046,0.91,0.512,0.298,Europe,116.0,0.58802656,4.38711155,5.58708459
North Macedonia,2019,5.015,9.728,0.815,66.1,0.725,0.02,0.923,0.515,0.304,Europe,107.0,0.52332975,3.97262245,5.15242014
North Macedonia,2020,5.054,9.667,0.75,66.3,0.787,0.13,0.877,0.542,0.365,Europe,105.0,0.40768783,3.7333335,5.06626921
North Macedonia,2021,5.535,9.709,0.809,66.5,0.793,0.191,0.884,0.563,0.303,Europe,105.0,0.36821434,4.3834993,5.71673419
Norway,2006,7.416,11.048,0.959,69.4,0.96,0.103,0.397,0.767,0.197,Europe,532.0,1.28994714,10.60270464,11.4146507
Norway,2008,7.632,11.06,0.936,69.8,0.947,0.012,0.503,0.763,0.155,Europe,505.0,1.21056669,9.67796889,10.59097205
Norway,2012,7.678,11.035,0.948,70.6,0.947,0.141,0.368,0.798,0.213,Europe,515.0,1.22873571,9.18789282,10.26188224
Norway,2014,7.444,11.041,0.941,71.0,0.956,0.175,0.405,0.802,0.194,Europe,548.0,1.35831846,9.3586541,10.66681408
Norway,2015,7.603,11.051,0.947,71.2,0.948,0.251,0.299,0.796,0.209,Europe,590.0,1.45013027,9.778414,11.3682476
Norway,2016,7.596,11.053,0.96,71.25,0.954,0.127,0.41,0.809,0.209,Europe,614.0,1.5119801,10.5239335,11.72617062
Panama,2006,6.128,9.771,0.951,66.86,0.882,-0.051,0.912,0.826,0.232,Central and South America,186.0,1.29544505,5.79854673,5.48403056
Panama,2007,6.894,9.865,0.937,67.02,0.64,0.079,0.915,0.789,0.149,Central and South America,171.0,1.15720376,5.23093592,4.95124758
Panama,2008,6.931,9.941,0.922,67.18,0.707,0.056,0.881,0.776,0.15,Central and South America,186.0,1.23056566,5.5013015,5.28979547
Panama,2009,7.034,9.935,0.905,67.34,0.721,0.01,0.889,0.839,0.144,Central and South America,178.0,1.14853529,5.15913436,4.97315752
Panama,2010,7.321,9.974,0.928,67.5,0.755,-0.013,0.88,0.841,0.146,Central and South America,152.0,0.91887317,4.28940709,4.17274391
Panama,2011,7.248,10.063,0.876,67.66,0.829,0.005,0.84,0.853,0.18,Central and South America,144.0,0.87981915,4.038599,3.88508459
Panama,2012,6.86,10.139,0.897,67.82,0.783,-0.006,0.796,0.838,0.207,Central and South America,135.0,0.77809798,3.70378502,3.58030735
Panama,2013,6.866,10.188,0.896,67.98,0.811,0.014,0.814,0.86,0.226,Central and South America,130.0,0.73169359,3.5093957,3.38944605
Panama,2014,6.631,10.22,0.873,68.14,0.894,-0.002,0.847,0.799,0.254,Central and South America,147.0,0.80898134,3.82593316,3.76796126
Panama,2015,6.606,10.258,0.883,68.3,0.847,-0.011,0.81,0.777,0.264,Central and South America,110.0,0.60499395,2.81146389,2.77183723
Panama,2016,6.118,10.289,0.882,68.4,0.884,-0.107,0.837,0.813,0.244,Central and South America,123.0,0.65141405,3.11609672,3.04675808
Panama,2017,6.568,10.326,0.912,68.5,0.9,-0.174,0.841,0.795,0.242,Central and South America,124.0,0.63648496,3.06369888,3.01940528
